make,model,variant,model_variant
Mercedes-Benz,CLS,500,CLS CLS
Mercedes-Benz,E-Class,200 K Elegance,E-Class E-Class
Mercedes-Benz,E-Class,220 CDI AT,E-Class E-Class
Mercedes-Benz,E-Class,220 CDI MT,E-Class E-Class
Mercedes-Benz,E-Class,240 V6 AT,E-Class E-Class
Mercedes-Benz,E-Class,250 D (W124),E-Class E-Class
Mercedes-Benz,E-Class,280 Elegance,E-Class E-Class
Mercedes-Benz,E-Class,E 200,E-Class E-Class
Mercedes-Benz,E-Class,E 200 Avantgarde,E-Class E-Class
Mercedes-Benz,E-Class,E 200 Exclusive [2019-2019],E-Class E-Class
Mercedes-Benz,E-Class,E 200 Expression,E-Class E-Class
Mercedes-Benz,E-Class,E 220 d Avantgarde,E-Class E-Class
Mercedes-Benz,E-Class,E 220d Exclusive,E-Class E-Class
Mercedes-Benz,E-Class,E 220d Exclusive [2019-2019],E-Class E-Class
Mercedes-Benz,E-Class,E 220d Expression,E-Class E-Class
Mercedes-Benz,E-Class,E 220d Expression [2019-2019],E-Class E-Class
Mercedes-Benz,E-Class,E 250 CDI Avantgarde,E-Class E-Class
Mercedes-Benz,E-Class,E 250 CDI Edition E,E-Class E-Class
Mercedes-Benz,E-Class,E 350 CDI Edition E,E-Class E-Class
Mercedes-Benz,E-Class,E 350 d Exclusive [2017-2019],E-Class E-Class
Mercedes-Benz,E-Class,E 350d AMG Line,E-Class E-Class
Mercedes-Benz,E-Class,E 63 AMG,E-Class E-Class
Mercedes-Benz,E-Class,E200,E-Class E-Class
Mercedes-Benz,E-Class,E220 CDI Blue Efficiency,E-Class E-Class
Mercedes-Benz,E-Class,E250 CDI Avantgarde,E-Class E-Class
Mercedes-Benz,E-Class,E250 CDI BlueEfficiency,E-Class E-Class
Mercedes-Benz,E-Class,E250 CDI Classic,E-Class E-Class
Mercedes-Benz,E-Class,E250 CDI Launch Edition,E-Class E-Class
Mercedes-Benz,EQB,350 4MATIC,EQB EQB
Mercedes-Benz,EQE SUV,500 4MATIC,EQE SUV EQE SUV
Mercedes-Benz,EQS,580 4MATIC,EQS EQS
Mercedes-Benz,G-Class,G 350d 4MATIC,G-Class G-Class
Mercedes-Benz,G-Class,G 63 AMG,G-Class G-Class
Mercedes-Benz,GL,350 CDI,GL GL
Mercedes-Benz,GLA,200 CDI Sport,GLA GLA
Mercedes-Benz,GLA,200 Sport,GLA GLA
Mercedes-Benz,GLA,200 [2021-2023],GLA GLA
Mercedes-Benz,GLA,200 d Sport,GLA GLA
Mercedes-Benz,GLA,200 d Style,GLA GLA
Mercedes-Benz,GLA,220d 4MATIC [2021-2023],GLA GLA
Mercedes-Benz,GLB,200 Progressive Line [2022-2023],GLB GLB
Mercedes-Benz,GLB,220d Progressive Line [2022-2023],GLB GLB
Mercedes-Benz,GLC,200 Progressive,GLC GLC
Mercedes-Benz,GLC,200 Progressive [2019-2021],GLC GLC
Mercedes-Benz,GLC,220 d CBU,GLC GLC
Mercedes-Benz,GLC,220 d Progressive,GLC GLC
Mercedes-Benz,GLC,220 d Sport,GLC GLC
Mercedes-Benz,GLC,220d 4MATIC,GLC GLC
Mercedes-Benz,GLC,220d 4MATIC Progressive,GLC GLC
Mercedes-Benz,GLC,220d 4MATIC Progressive [2019-2021],GLC GLC
Mercedes-Benz,GLC,300 4MATIC,GLC GLC
Mercedes-Benz,GLC,300 Progressive,GLC GLC
Mercedes-Benz,GLC,43 AMG,GLC GLC
Mercedes-Benz,GLC,Celebration Edition Diesel,GLC GLC
Mercedes-Benz,GLC Coupe,300d 4MATIC [2020-2023],GLC Coupe GLC Coupe
Mercedes-Benz,GLE,250 d,GLE GLE
Mercedes-Benz,GLE,300d 4MATIC LWB [2020-2023],GLE GLE
Mercedes-Benz,GLE,350 d,GLE GLE
Mercedes-Benz,GLE Coupe,43 4MATIC [2017-2019],GLE Coupe GLE Coupe
Mercedes-Benz,GLE Coupe,53 AMG 4Matic Plus,GLE Coupe GLE Coupe
Mercedes-Benz,GLS,350 d,GLS GLS
Mercedes-Benz,GLS,400 4MATIC,GLS GLS
Mercedes-Benz,GLS,400d 4MATIC [2020-2023],GLS GLS
Mercedes-Benz,M-Class,350 CDI,M-Class M-Class
Mercedes-Benz,M-Class,ML 250 CDI,M-Class M-Class
Mercedes-Benz,M-Class,ML 350 CDI,M-Class M-Class
Mercedes-Benz,S-Class,320 CDI,S-Class S-Class
Mercedes-Benz,S-Class,350 CDI Long Blue-Efficiency,S-Class S-Class
Mercedes-Benz,S-Class,S 350 CDI,S-Class S-Class
Mercedes-Benz,S-Class,S 500,S-Class S-Class
Mercedes-Benz,S-Class (W222),S 350D [2018-2020],S-Class (W222) S-Class (W222)
Mercedes-Benz,S-Class (W222),S 350d Maestro Edition,S-Class (W222) S-Class (W222)
Mercedes-Benz,SLK,350,SLK SLK
Mercedes-Benz,V-Class,Expression ELWB [2019-2020],V-Class V-Class
MG,Astor,SHARP 1.3 TURBO AT,Astor SHARP 1.3
MG,Astor,SUPER 1.5 MT,Astor SUPER 1.5
MG,Astor,Savvy 1.5 CVT [2021-2023],Astor Savvy 1.5
MG,Astor,Sharp 1.5 CVT Old Generation [2021-2023],Astor Sharp 1.5
MG,Astor,Sharp 1.5 MT [2021-2023],Astor Sharp 1.5
MG,Astor,Smart 1.5 MT [2021-2023],Astor Smart 1.5
MG,Astor,Super 1.5 MT [2021-2023],Astor Super 1.5
MG,Astor,Super EX 1.5 MT [2021-2023],Astor Super EX
MG,Gloster,Blackstorm 7 STR 2.0 Twin Turbo 4WD,Gloster Blackstorm 7
MG,Gloster,Savvy 6 STR 2.0 Twin Turbo 4WD,Gloster Savvy 6
MG,Gloster,Savvy 7 STR 2.0 Twin Turbo 4WD [2022-2023],Gloster Savvy 7
MG,Gloster,Sharp 7 STR 2.0 Twin Turbo 4WD,Gloster Sharp 7
MG,Hector,SHARP 1.5 DCT PETROL,Hector SHARP 1.5
MG,Hector,SHARP 1.5 DCT PETROL DUAL TONE,Hector SHARP 1.5
MG,Hector,SHARP 1.5 PETROL CVT,Hector SHARP 1.5
MG,Hector,SHARP 2.0 DIESEL,Hector SHARP 2.0
MG,Hector,SHARP 2.0 DIESEL DUAL TONE,Hector SHARP 2.0
MG,Hector,SHARP DCT PETROL,Hector SHARP DCT
MG,Hector,SHARP HYBRID 1.5 PETROL,Hector SHARP HYBRID
MG,Hector,SHARP PRO 1.5 PETROL TURBO CVT PETROL,Hector SHARP PRO
MG,Hector,SHARP PRO 1.5 TURBO MT PETROL,Hector SHARP PRO
MG,Hector,SHINE 1.5 PETROL TURBO MT,Hector SHINE 1.5
MG,Hector,SMART 1.5 DCT PETROL,Hector SMART 1.5
MG,Hector,SMART 2.0 DIESEL,Hector SMART 2.0
MG,Hector,SMART HYBRID 1.5 PETROL,Hector SMART HYBRID
MG,Hector,STYLE 1.5 PETROL,Hector STYLE 1.5
MG,Hector,SUPER 1.5 PETROL,Hector SUPER 1.5
MG,Hector,Savvy Pro 1.5 Turbo CVT 7 STR,Hector Savvy Pro
MG,Hector,Sharp 1.5 DCT Petrol,Hector Sharp 1.5
MG,Hector,Sharp 1.5 DCT Petrol [2019-2020],Hector Sharp 1.5
MG,Hector,Sharp 1.5 Petrol CVT,Hector Sharp 1.5
MG,Hector,Sharp 1.5 Petrol Turbo DCT,Hector Sharp 1.5
MG,Hector,Sharp 2.0 Diesel Dual Tone,Hector Sharp 2.0
MG,Hector,Sharp 2.0 Diesel Turbo MT,Hector Sharp 2.0
MG,Hector,Sharp 2.0 Diesel [2019-2020],Hector Sharp 2.0
MG,Hector,Sharp Hybrid 1.5 Petrol [2019-2020],Hector Sharp Hybrid
MG,Hector,Sharp Pro 2.0 Turbo Diesel [2023],Hector Sharp Pro
MG,Hector,Smart 2.0 Diesel [2019-2020],Hector Smart 2.0
MG,Hector,Smart Hybrid 1.5 Petrol,Hector Smart Hybrid
MG,Hector,Style 1.5 Petrol,Hector Style 1.5
MG,Hector Plus,SELECT 2.0 DIESEL TURBO MT 7-STR,Hector Plus SELECT 2.0
MG,Hector Plus,SHARP 1.5 PETROL TURBO DCT 6-STR,Hector Plus SHARP 1.5
MG,Hector Plus,SHARP 1.5 PETROL TURBO HYBRID MT 6-STR,Hector Plus SHARP 1.5
MG,Hector Plus,SHARP 2.0 DIESEL TURBO MT 6-STR DUAL TONE,Hector Plus SHARP 2.0
MG,Hector Plus,SUPER 2.0 DIESEL TURBO MT 7-STR,Hector Plus SUPER 2.0
MG,Hector Plus,Savvy Pro 1.5 Turbo Petrol CVT 7 STR,Hector Plus Savvy Pro
MG,Hector Plus,Select 2.0 Diesel Turbo MT 7-STR,Hector Plus Select 2.0
MG,Hector Plus,Sharp 1.5 Petrol Turbo CVT 6-STR,Hector Plus Sharp 1.5
MG,Hector Plus,Sharp 1.5 Petrol Turbo DCT 6-STR,Hector Plus Sharp 1.5
MG,Hector Plus,Sharp 2.0 Diesel,Hector Plus Sharp 2.0
MG,Hector Plus,Sharp Hybrid 1.5 Petrol,Hector Plus Sharp Hybrid
MG,Hector Plus,Sharp Pro 1.5 Turbo Petrol CVT 7 STR [2023],Hector Plus Sharp Pro
MG,Hector Plus,Sharp Pro 2.0 Turbo Diesel 7 STR [2023],Hector Plus Sharp Pro
MG,ZS EV,Exclusive,ZS EV Exclusive
MINI,Cooper,D 3 Door,Cooper D 3
MINI,Cooper,S,Cooper S
MINI,Cooper,S 3 Door [2018-2020],Cooper S 3
MINI,Cooper Convertible,1.6,Cooper Convertible 1.6
MINI,Cooper Countryman,Cooper D,Cooper Countryman Cooper D
MINI,Countryman,Cooper S JCW Inspired,Countryman Cooper S
Mitsubishi,Pajero Sport,2.5 AT,Pajero Sport 2.5 AT
Mitsubishi,Pajero Sport,2.5 MT,Pajero Sport 2.5 MT
Nissan,Teana,230JM,Teana 230JM
Nissan,Magnite,XE,Magnite XE
Nissan,Magnite,XE  [2020],Magnite XE 
Nissan,Magnite,XL,Magnite XL
Nissan,Micra Active,XL,Micra Active XL
Nissan,Sunny,XL,Sunny XL
Nissan,Terrano,XL (D),Terrano XL
Nissan,Micra,XL (O) CVT,Micra XL
Nissan,Terrano,XL (P),Terrano XL
Nissan,Magnite,XL [2020],Magnite XL
Nissan,Micra,XL CVT,Micra XL
Nissan,Terrano,XL D PLUS,Terrano XL
Nissan,Terrano,XL D Plus,Terrano XL
Nissan,Sunny,XL Diesel,Sunny XL
Nissan,Micra Active,XL O,Micra Active XL
Nissan,Terrano,XL O (D),Terrano XL
Nissan,Magnite,XL TURBO,Magnite XL
Nissan,Magnite,XL TURBO CVT,Magnite XL
Nissan,Micra Active,XV,Micra Active XV
Nissan,Magnite,XV [2020],Magnite XV
Nissan,Micra,XV CVT,Micra XV
Nissan,Micra,XV CVT [2016-2017],Micra XV
Nissan,Sunny,XV CVT,Sunny XV
Nissan,Terrano,XV D PREMIUM AMT,Terrano XV
Nissan,Terrano,XV D THP 110 PS,Terrano XV
Nissan,Sunny,XV Diesel,Sunny XV
Nissan,Magnite,XV DUAL TONE,Magnite XV
Nissan,Magnite,XV MT,Magnite XV
Nissan,Kicks,XV Pre (O) 1.5 D [2019],Kicks XV
Nissan,Magnite,XV PREMIUM,Magnite XV
Nissan,Magnite,XV PREMIUM DUAL TONE,Magnite XV
Nissan,Magnite,XV PREMIUM TURBO,Magnite XV
Nissan,Magnite,XV PREMIUM TURBO CVT,Magnite XV
Nissan,Magnite,XV PREMIUM TURBO CVT DUAL TONE,Magnite XV
Nissan,Magnite,XV Premium Turbo CVT Dual Tone [2020],Magnite XV
Nissan,Magnite,XV Premium Turbo CVT [2020],Magnite XV
Nissan,Magnite,XV Premium Turbo [2020],Magnite XV
Nissan,Magnite,XV Premium [2020],Magnite XV
Nissan,Micra Active,XV SAFETY PACK,Micra Active XV
Nissan,Magnite,XV TURBO,Magnite XV
Nissan,Magnite,XV TURBO CVT,Magnite XV
Nissan,Magnite,XV TURBO CVT DUAL TONE,Magnite XV
Nissan,Magnite,XV TURBO DUAL TONE,Magnite XV
Nissan,Magnite,XV Turbo CVT Dual Tone [2020],Magnite XV
Nissan,Magnite,XV Turbo [2020],Magnite XV
Porsche,Cayenne,Base [2020-2023],Cayenne Base [2020-2023]
Porsche,Cayenne,Diesel,Cayenne Diesel
Porsche,Cayenne,Platinum Edition,Cayenne Platinum Edition
Porsche,Cayenne,Platinum Edition Diesel,Cayenne Platinum Edition
Porsche,Cayenne,S,Cayenne S
Porsche,Cayenne,Turbo,Cayenne Turbo
Porsche,Cayenne Coupe,Platinum Edition [2022-2023],Cayenne Coupe Platinum Edition
Porsche,Cayman,Base Tiptronic,Cayman Base Tiptronic
Porsche,Cayman,S Tiptronic,Cayman S Tiptronic
Porsche,Macan,R4,Macan R4
Porsche,Macan,S [2019-2020],Macan S [2019-2020]
Porsche,Panamera,3.0 Diesel,Panamera 3.0 Diesel
Porsche,Panamera,Platinum Edition [2022-2023],Panamera Platinum Edition
Porsche,Taycan,4S [2021-2023],Taycan 4S [2021-2023]
Renault,Captur,Platine Mono Diesel,Captur Platine Mono
Renault,Captur,RXE Diesel,Captur RXE Diesel
Renault,Captur,RXE Petrol,Captur RXE Petrol
Renault,Captur,RXT Diesel Dual Tone,Captur RXT Diesel
Renault,Duster,110 PS RXL 4X2 AMT,Duster 110 PS
Renault,Duster,110 PS RXL 4X2 AMT [2016-2017],Duster 110 PS
Renault,Duster,110 PS RXL ADVENTURE,Duster 110 PS
Renault,Duster,110 PS RXL DIESEL,Duster 110 PS
Renault,Duster,110 PS RXS 4X2 AMT DIESEL,Duster 110 PS
Renault,Duster,110 PS RXS 4X2 AMT Diesel,Duster 110 PS
Renault,Duster,110 PS RXS MT DIESEL,Duster 110 PS
Renault,Duster,110 PS RXZ 4X2 AMT DIESEL,Duster 110 PS
Renault,Duster,110 PS RXZ 4X2 AMT Diesel,Duster 110 PS
Renault,Duster,110 PS RXZ 4X4 MT DIESEL,Duster 110 PS
Renault,Duster,110 PS RXZ 4X4 MT Diesel,Duster 110 PS
Renault,Duster,110 PS RXZ DIESEL,Duster 110 PS
Renault,Duster,110 PS RXZ DIESEL PLUS,Duster 110 PS
Renault,Duster,110 PS RXZ MT DIESEL,Duster 110 PS
Renault,Duster,110 PS RXZ MT Diesel,Duster 110 PS
Renault,Duster,110 PS RxL Diesel,Duster 110 PS
Renault,Duster,110 PS RxZ AWD,Duster 110 PS
Renault,Duster,110 PS RxZ AWD Diesel,Duster 110 PS
Renault,Duster,110 PS RxZ Diesel,Duster 110 PS
Renault,Duster,110 PS RxZ Diesel (Opt),Duster 110 PS
Renault,Duster,110 PS Sandstorm Edition Diesel,Duster 110 PS
Renault,Duster,85 PS RXE DIESEL,Duster 85 PS
Renault,Duster,85 PS RXE DIESEL ADVENTURE,Duster 85 PS
Renault,Duster,85 PS RXL DIESEL,Duster 85 PS
Renault,Duster,85 PS RXS 4X2 MT Diesel,Duster 85 PS
Renault,Duster,85 PS RXS MT DIESEL,Duster 85 PS
Renault,Duster,85 PS RXZ 4X2 MT Diesel (Opt),Duster 85 PS
Renault,Duster,85 PS RXZ DIESEL,Duster 85 PS
Renault,Duster,85 PS RxE,Duster 85 PS
Renault,Duster,85 PS RxE Diesel ADVENTURE,Duster 85 PS
Renault,Duster,85 PS RxL Diesel,Duster 85 PS
Renault,Duster,85 PS RxL Diesel (Opt),Duster 85 PS
Renault,Duster,85 PS RxL Diesel Plus,Duster 85 PS
Renault,Duster,RXE PETROL,Duster RXE PETROL
Renault,Duster,RXL 1.6 PETROL,Duster RXL 1.6
Renault,Duster,RXL PETROL,Duster RXL PETROL
Renault,Duster,RXL Petrol,Duster RXL Petrol
Renault,Duster,RXS 1.5 PETROL MT,Duster RXS 1.5
Renault,Duster,RXS CVT,Duster RXS CVT
Renault,Duster,RXS OPT CVT,Duster RXS OPT
Renault,Duster,RXS Opt CVT,Duster RXS Opt
Renault,Duster,RXS PETROL,Duster RXS PETROL
Renault,Duster,RXZ 1.3 TURBO PETROL CVT,Duster RXZ 1.3
Renault,Duster,RXZ 1.3 TURBO PETROL MT,Duster RXZ 1.3
Renault,Duster,RXZ 1.3 Turbo Petrol MT [2020-2021],Duster RXZ 1.3
Renault,Duster,RXZ 1.5 PETROL MT,Duster RXZ 1.5
Renault,Duster,RXZ 1.5 Petrol MT [2020-2021],Duster RXZ 1.5
Renault,Kiger,RXE MT,Kiger RXE MT
Renault,Kiger,RXL MT,Kiger RXL MT
Renault,Kiger,RXT AMT DUAL TONE,Kiger RXT AMT
Renault,Kiger,RXZ 1.0 Turbo MT Dual Tone,Kiger RXZ 1.0
Renault,Kiger,RXZ AMT,Kiger RXZ AMT
Renault,Kiger,RXZ MT,Kiger RXZ MT
Renault,Kiger,RXZ TURBO MT,Kiger RXZ TURBO
Renault,Kiger,RXZ Turbo CVT,Kiger RXZ Turbo
Renault,Kwid,1.0 MARVEL IRON MAN EDITION,Kwid 1.0 MARVEL
Renault,Kwid,1.0 MARVEL IRON MAN EDITION AMT,Kwid 1.0 MARVEL
Renault,Kwid,1.0 RXL AMT [2017-2019],Kwid 1.0 RXL
Renault,Kwid,1.0 RXL [2017-2019],Kwid 1.0 RXL
Renault,Kwid,1.0 RXT 02 Anniversary Edition,Kwid 1.0 RXT
Renault,Kwid,1.0 RXT AMT Opt,Kwid 1.0 RXT
Renault,Kwid,1.0 RXT Opt,Kwid 1.0 RXT
Renault,Kwid,1.0 RXT Opt [2016-2019],Kwid 1.0 RXT
Renault,Kwid,1.0 RXT [2016-2019],Kwid 1.0 RXT
Renault,Kwid,CLIMBER (O) 1.0 Dual Tone,Kwid CLIMBER (O)
Renault,Kwid,CLIMBER 1.0,Kwid CLIMBER 1.0
Renault,Kwid,CLIMBER 1.0 (O),Kwid CLIMBER 1.0
Renault,Kwid,CLIMBER 1.0 (O) DUAL TONE,Kwid CLIMBER 1.0
Renault,Kwid,CLIMBER 1.0 AMT,Kwid CLIMBER 1.0
Renault,Kwid,CLIMBER 1.0 AMT (O),Kwid CLIMBER 1.0
Renault,Kwid,CLIMBER 1.0 AMT (O) DUAL TONE,Kwid CLIMBER 1.0
Renault,Kwid,CLIMBER 1.0 AMT [2017-2019],Kwid CLIMBER 1.0
Renault,Kwid,CLIMBER 1.0 [2017-2019],Kwid CLIMBER 1.0
Renault,Kwid,CLIMBER AMT,Kwid CLIMBER AMT
Renault,Kwid,CLIMBER AMT 1.0,Kwid CLIMBER AMT
Renault,Kwid,CLIMBER MT 1.0,Kwid CLIMBER MT
Renault,Kwid,NEOTECH RXL 0.8,Kwid NEOTECH RXL
Renault,Kwid,NEOTECH RXL 1.0 AMT,Kwid NEOTECH RXL
Renault,Kwid,Neotech RXL 1.0  AMT,Kwid Neotech RXL
Renault,Kwid,RXL,Kwid RXL
Renault,Kwid,RXL (O) 0.8,Kwid RXL (O)
Renault,Kwid,RXL 0.8 (O),Kwid RXL 0.8
Renault,Kwid,RXL 1.0,Kwid RXL 1.0
Renault,Kwid,RXL 1.0 (O),Kwid RXL 1.0
Renault,Kwid,RXL 1.0 AMT,Kwid RXL 1.0
Renault,Kwid,RXL [2015-2019],Kwid RXL [2015-2019]
Renault,Kwid,RXT 0.8,Kwid RXT 0.8
Renault,Kwid,RXT 0.8 (O),Kwid RXT 0.8
Renault,Kwid,RXT 1.0,Kwid RXT 1.0
Renault,Kwid,RXT 1.0 (O),Kwid RXT 1.0
Renault,Kwid,RXT 1.0 AMT,Kwid RXT 1.0
Renault,Kwid,RXT 1.0 AMT (O),Kwid RXT 1.0
Renault,Kwid,RXT Opt,Kwid RXT Opt
Renault,Kwid,RXT Opt [2015-2019],Kwid RXT Opt
Renault,Kwid,RXT [2015-2019],Kwid RXT [2015-2019]
Renault,Kwid,STD,Kwid STD
Renault,Lodgy,110 PS RXZ 7 STR [2015-2016],Lodgy 110 PS
Renault,Lodgy,110 PS RXZ Stepway 7 STR,Lodgy 110 PS
Renault,Lodgy,85 PS RXL [2015-2016],Lodgy 85 PS
Renault,Pulse,RX L DIESEL,Pulse RX L
Renault,Pulse,RxL ABS Diesel [2015-2017],Pulse RxL ABS
Renault,Pulse,RxL Diesel,Pulse RxL Diesel
Renault,Scala,RxE Petrol,Scala RxE Petrol
Renault,Scala,RxL Petrol,Scala RxL Petrol
Renault,Triber,RXE MT,Triber RXE MT
Renault,Triber,RXE [2019-2020],Triber RXE [2019-2020]
Renault,Triber,RXL AMT,Triber RXL AMT
Renault,Triber,RXL MT,Triber RXL MT
Renault,Triber,RXL [2019-2020],Triber RXL [2019-2020]
Renault,Triber,RXT,Triber RXT
Renault,Triber,RXT AMT,Triber RXT AMT
Renault,Triber,RXT EASY-R AMT,Triber RXT EASY-R
Renault,Triber,RXT LIMITED EDITION,Triber RXT LIMITED
Renault,Triber,RXT [2019-2020],Triber RXT [2019-2020]
Renault,Triber,RXZ,Triber RXZ
Renault,Triber,RXZ AMT,Triber RXZ AMT
Renault,Triber,RXZ AMT DUAL TONE,Triber RXZ AMT
Renault,Triber,RXZ EASY-R AMT,Triber RXZ EASY-R
Renault,Triber,RXZ EASY-R AMT Dual Tone,Triber RXZ EASY-R
Renault,Triber,RXZ [2019-2020],Triber RXZ [2019-2020]
Skoda,Kodiaq,L&K 2.0 TDI 4x4 AT,Kodiaq L&K 2.0
Skoda,Kodiaq,L&K 2.0 TSI 4X4,Kodiaq L&K 2.0
Skoda,Kodiaq,Style 2.0 TDI 4x4 AT,Kodiaq Style 2.0
Skoda,Kushaq,AMBITION 1.0L TSI AT,Kushaq AMBITION 1.0L
Skoda,Kushaq,AMBITION 1.0L TSI MT,Kushaq AMBITION 1.0L
Skoda,Kushaq,Active 1.0 TSI MT,Kushaq Active 1.0
Skoda,Kushaq,Ambition 1.0 TSI AT,Kushaq Ambition 1.0
Skoda,Kushaq,Ambition 1.0L TSI AT,Kushaq Ambition 1.0L
Skoda,Kushaq,ONYX Edition 1.0 TSI,Kushaq ONYX Edition
Skoda,Kushaq,STYLE 1.0L TSI AT (6 AIRBAGS),Kushaq STYLE 1.0L
Skoda,Kushaq,STYLE 1.0L TSI MT,Kushaq STYLE 1.0L
Skoda,Kushaq,STYLE 1.5L TSI MT,Kushaq STYLE 1.5L
Skoda,Kushaq,Style 1.0L TSI AT,Kushaq Style 1.0L
Skoda,Kushaq,Style 1.0L TSI AT (6 Airbags),Kushaq Style 1.0L
Skoda,Kushaq,Style 1.0L TSI MT,Kushaq Style 1.0L
Skoda,Kushaq,Style 1.5L TSI DSG (6 Airbags),Kushaq Style 1.5L
Skoda,Laura,Elegance 2.0 TDI CR AT,Laura Elegance 2.0
Skoda,Laura,Elegance 2.0 TDI CR MT,Laura Elegance 2.0
Skoda,Octavia,1.8 TSI L&K,Octavia 1.8 TSI
Skoda,Octavia,1.8 TSI Style Plus AT,Octavia 1.8 TSI
Skoda,Octavia,1.8 TSI Style Plus AT [2017],Octavia 1.8 TSI
Skoda,Octavia,2.0 TDI CR Style Plus AT [2017],Octavia 2.0 TDI
Skoda,Octavia,2.0 TDI L&K,Octavia 2.0 TDI
Skoda,Octavia,Ambition 2.0 TDI,Octavia Ambition 2.0
Skoda,Octavia,RS,Octavia RS
Skoda,Rapid,1.0 AMBITION TSI MT,Rapid 1.0 AMBITION
Skoda,Rapid,1.5 TDI AT AMBITION,Rapid 1.5 TDI
Skoda,Rapid,1.5 TDI CR AMBITION PLUS,Rapid 1.5 TDI
Skoda,Rapid,1.5 TDI CR Active,Rapid 1.5 TDI
Skoda,Rapid,1.5 TDI CR Ambition AT,Rapid 1.5 TDI
Skoda,Rapid,1.5 TDI CR ELEGANCE AT,Rapid 1.5 TDI
Skoda,Rapid,1.5 TDI CR Elegance AT,Rapid 1.5 TDI
Skoda,Rapid,1.5 TDI MT AMBITION,Rapid 1.5 TDI
Skoda,Rapid,1.6 MPI Ambition,Rapid 1.6 MPI
Skoda,Rapid,1.6 MPI STYLE AT,Rapid 1.6 MPI
Skoda,Rapid,1.6 TDI AMBITION PLUS AT,Rapid 1.6 TDI
Skoda,Rapid,ACTIVE 1.0 TSI,Rapid ACTIVE 1.0
Skoda,Rapid,ACTIVE 1.6 MPI MT PLUS,Rapid ACTIVE 1.6
Skoda,Rapid,AMBITION 1.5 TDI,Rapid AMBITION 1.5
Skoda,Rapid,AMBITION 1.5 TDI AT,Rapid AMBITION 1.5
Skoda,Rapid,AMBITION 1.6 MPI AT,Rapid AMBITION 1.6
Skoda,Rapid,AMBITION 1.6 MPI MT,Rapid AMBITION 1.6
Skoda,Rapid,AMBITION 1.6 TDI CR MT PLUS,Rapid AMBITION 1.6
Skoda,Rapid,AMBITION AT TSI,Rapid AMBITION AT
Skoda,Rapid,AMBITION TSI,Rapid AMBITION TSI
Skoda,Rapid,Ambition 1.5 TDI,Rapid Ambition 1.5
Skoda,Rapid,Ambition 1.5 TDI AT,Rapid Ambition 1.5
Skoda,Rapid,Ambition 1.6 TDI CR MT,Rapid Ambition 1.6
Skoda,Rapid,ELEGANCE 1.6 MPI MT,Rapid ELEGANCE 1.6
Skoda,Rapid,Elegance 1.6 MPI MT,Rapid Elegance 1.6
Skoda,Rapid,MONTE CARLO TSI,Rapid MONTE CARLO
Skoda,Rapid,STYLE 1.5 TDI AT,Rapid STYLE 1.5
Skoda,Rapid,STYLE 1.6 MPI,Rapid STYLE 1.6
Skoda,Rapid,STYLE 1.6 MPI AT,Rapid STYLE 1.6
Skoda,Rapid,STYLE AT TSI,Rapid STYLE AT
Skoda,Rapid,STYLE TSI,Rapid STYLE TSI
Skoda,Rapid,Style 1.5 TDI AT,Rapid Style 1.5
Skoda,Rapid,Style 1.6 MPI,Rapid Style 1.6
Skoda,Rapid,Style 1.6 MPI AT,Rapid Style 1.6
Skoda,Rapid TSI,Active 1.0 TSI MT,Rapid TSI Active 1.0
Skoda,Rapid TSI,Ambition AT,Rapid TSI Ambition AT
Skoda,Slavia,ACTIVE 1.0L TSI MT,Slavia ACTIVE 1.0L
Skoda,Slavia,Ambition 1.0L TSI MT,Slavia Ambition 1.0L
Skoda,Slavia,STYLE 1.5L TSI DSG,Slavia STYLE 1.5L
Skoda,Slavia,Style 1.0L TSI AT,Slavia Style 1.0L
Skoda,Slavia,Style 1.5L TSI DSG,Slavia Style 1.5L
Skoda,Superb,2.0 TDI PD,Superb 2.0 TDI
Skoda,Superb,Ambition 2.0 TDI CR AT,Superb Ambition 2.0
Skoda,Superb,Elegance 2.0 TDI CR AT,Superb Elegance 2.0
Skoda,Superb,L&K AT,Superb L&K AT
Skoda,Superb,L&K TDI AT,Superb L&K TDI
Skoda,Superb,L&K TSI AT,Superb L&K TSI
Skoda,Superb,Sportline AT,Superb Sportline AT
Skoda,Superb,Sportline AT [2020-2021],Superb Sportline AT
Skoda,Superb,Style TSI AT,Superb Style TSI
Ssangyong,Rexton,RX7,Rexton RX7
Tata,Tiago,XZA+ DUAL TONE 1.2RTN,Tiago XZA
Tata,Nexon,XZA PLUS SUNROOF PETROL,Nexon XZA
Tata,Nexon,XZA PLUS SUNROOF DUAL TONE PETROL,Nexon XZA
Tata,Nexon,XZA PLUS PETROL DUAL TONE,Nexon XZA
Tata,Nexon,XZA Plus Petrol Dual Tone,Nexon XZA
Tata,Altroz,XZA Plus Petrol Dark Edtion [2022-2023],Altroz XZA
Tata,Nexon,XZA PLUS PETROL DARK EDITION,Nexon XZA
Tata,Altroz,XZA Plus Petrol [2022-2023],Altroz XZA
Tata,Nexon,XZA PLUS PETROL,Nexon XZA
Tata,Nexon,XZA Plus Petrol,Nexon XZA
Tata,Tiago,XZA PLUS PETROL,Tiago XZA
Tata,Tigor,XZA PLUS PETROL,Tigor XZA
Tata,Nexon,XZA PLUS KAZIRANGA PETROL,Nexon XZA
